Event_ID,User_ID,Session_ID,Event_Timestamp,Event_Name,Page_Name,Element_Name,Device_Type,Service_Line,Acquisition_Channel,Search_Type,Provider_ID,Location_ID,Appointment_Type,Abandonment_Step,Form_Name,Platform
EVT0026957,U32798,S115349,2026-08-09 18:57:49,provider_search,find_care,provider_search,Mobile,Orthopedics,Paid Search,name,,,,,,web
EVT0029517,U17046,S118727,2026-08-09 18:58:28,billing_pay_click,billing,pay_bill_cta,Mobile,Cardiology,Organic,,,,,,,web
EVT0060966,U20640,S146998,2026-08-09 19:03:49,insurance_step_view,scheduling,insurance_step,Mobile,Cardiology,Email,,,,,,,web
DUP000007,U20640,S146998,2026-08-09 19:03:50,insurance_step_view,scheduling,insurance_step,Mobile,Cardiology,Email,,,,,,,web
EVT0069951,U23508,S143693,2026-08-09 19:03:53,homepage_view,home,page,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0006350,U23098,S139069,2026-08-09 19:06:31,time_selected,scheduling,time_selector,Mobile,Pediatrics,Organic,,,,,,,web
EVT0001984,U19341,S143884,2026-08-09 19:10:03,virtual_care_click,virtual_care,virtual_care_cta,Desktop,Pediatrics,Organic,,,,,,,web
EVT0021671,U16145,S105964,2026-08-09 19:10:49,schedule_click,provider_profile,schedule_cta,Desktop,Pediatrics,Direct,,,,,,,web
EVT0046270,U23005,S140784,2026-08-09 19:12:05,provider_profile_view,provider_profile,page,Desktop,Primary Care,Email,,P367,,,,,web
EVT0071718,U14726,S151085,2026-08-09 19:12:37,provider_profile_view,provider_profile,page,Mobile,Women's Health,Paid Social,,P135,,,,,web
EVT0030012,U21146,S120074,2026-08-09 19:13:18,homepage_view,home,page,Mobile,Primary Care,Organic,,,,,,,web
EVT0068051,U25633,S103745,2026-08-09 19:14:55,scheduling_started,scheduling,workflow_start,Mobile,Orthopedics,Direct,,,,,,,web
EVT0021680,U13243,S110719,2026-08-09 19:16:29,find_care_click,home,find_care_cta,Desktop,Cardiology,Paid Search,,,,,,,web
EVT0016350,U15294,S152392,2026-08-09 19:17:31,provider_search,find_care,provider_search,Mobile,Neurology,Direct,name,,,,,,web
EVT0001836,U27686,S124006,2026-08-09 19:19:36,provider_call_click,provider_profile,phone_link,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0060024,U22644,S151853,2026-08-09 19:20:01,cta_click,various,cta,Mobile,Neurology,Direct,,,,,,,web
EVT0000569,U19916,S157857,2026-08-09 19:21:53,faq_expand,various,faq,Mobile,Cardiology,Direct,,,,,,,web
EVT0011992,U17746,S129450,2026-08-09 19:23:16,provider_profile_view,provider_profile,page,Desktop,Dermatology,Paid Social,,P184,,,,,web
EVT0050784,U32272,S145632,2026-08-09 19:23:51,appointment_type_selected,scheduling,appointment_type,Mobile,Cardiology,Direct,,,,Follow-up,,,web
EVT0053746,U20021,S115986,2026-08-09 19:25:24,provider_search,find_care,provider_search,Mobile,Neurology,Referral,condition,,,,,,web
EVT0020447,U16523,S156348,2026-08-09 19:26:46,homepage_view,home,page,Mobile,Primary Care,Paid Search,,,,,,,web
EVT0030499,U22815,S129436,2026-08-09 19:26:56,scheduling_started,scheduling,workflow_start,Mobile,Neurology,Paid Social,,,,,,,web
EVT0002471,U15168,S145726,2026-08-09 19:28:21,provider_search,find_care,provider_search,Tablet,Orthopedics,Organic,name,,,,,,web
EVT0013849,U26301,S141693,2026-08-09 19:28:50,provider_call_click,provider_profile,phone_link,Mobile,Primary Care,Organic,,,,,,,web
EVT0023069,U19093,S139888,2026-08-09 19:31:31,provider_filter_click,find_care,provider_filter,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0026742,U10898,S153755,2026-08-09 19:33:04,faq_expand,various,faq,Mobile,Women's Health,Direct,,,,,,,web
EVT0030079,U12050,S101688,2026-08-09 19:36:26,location_selected,scheduling,location_selector,Mobile,Primary Care,Organic,,,Plano,,,,web
EVT0062753,U32610,S151031,2026-08-09 19:38:32,careers_click,home,careers_link,Mobile,Orthopedics,Organic,,,,,,,web
EVT0052096,U31048,S103094,2026-08-09 19:38:42,provider_filter_click,find_care,provider_filter,Mobile,Pediatrics,Paid Social,,,,,,,web
EVT0042537,U19411,S146460,2026-08-09 19:39:33,form_submit,forms,form,Desktop,Neurology,Paid Social,,,,,,newsletter,web
EVT0054519,U14470,S147051,2026-08-09 19:40:14,service_line_view,service_line,page,Mobile,Primary Care,Organic,,,,,,,web
EVT0059609,U13335,S126360,2026-08-09 19:40:38,time_selected,scheduling,time_selector,Mobile,Pediatrics,Referral,,,,,,,web
EVT0003898,U28421,S107960,2026-08-09 19:41:10,provider_filter_click,find_care,provider_filter,Desktop,Orthopedics,Organic,,,,,,,web
EVT0010967,U14655,S122125,2026-08-09 19:42:54,appointment_completed,scheduling,confirmation,Desktop,CARDIOLOGY,Paid Search,,,,,,,web
EVT0050483,U11193,S147975,2026-08-09 19:43:14,insurance_step_view,scheduling,insurance_step,Mobile,Orthopedics,Organic,,,,,,,web
EVT0050293,U23874,S112012,2026-08-09 19:43:35,provider_profile_view,provider_profile,page,Desktop,Orthopedics,Organic,,P323,,,,,web
EVT0012877,U27884,S153852,2026-08-09 19:46:14,schedule_click,provider_profile,schedule_cta,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0066958,U15995,S124964,2026-08-09 19:46:15,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Organic,,,,,,,web
EVT0025546,U29832,S157540,2026-08-09 19:47:32,service_line_view,service_line,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0006982,U17886,S159763,2026-08-09 19:47:41,homepage_view,home,page,Desktop,Women's Health,Organic,,,,,,,web
EVT0051764,U10967,S153756,2026-08-09 19:48:39,schedule_click,provider_profile,schedule_cta,Mobile,Dermatology,Paid Social,,,,,,,web
EVT0011969,U17493,S138805,2026-08-09 19:48:42,service_line_view,service_line,page,Mobile,Neurology,Paid Social,,,,,,,web
EVT0027466,U16166,S158983,2026-08-09 19:51:03,location_selected,scheduling,location_selector,Mobile,Women's Health,Paid Search,,,Austin,,,,web
EVT0068389,U17831,S107845,2026-08-09 19:52:15,appointment_completed,scheduling,confirmation,Mobile,Pediatrics,Direct,,,,,,,web
EVT0071058,U10290,S103545,2026-08-09 19:55:07,location_selected,scheduling,location_selector,Mobile,Primary Care,Organic,,,Temple,,,,web
EVT0047864,U23354,S121716,2026-08-09 19:55:14,appointment_type_selected,scheduling,appointment_type,Desktop,Neurology,Referral,,,,New Patient,,,web
EVT0060436,U27422,S141421,2026-08-09 19:56:17,directions_click,location,directions_link,Mobile,Dermatology,Referral,,,Temple,,,,web
EVT0014688,U20534,S154731,2026-08-09 19:57:55,insurance_step_view,scheduling,insurance_step,Desktop,Pediatrics,Email,,,,,,,web
EVT0043377,U25043,S130141,2026-08-09 19:58:13,homepage_view,home,page,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0020088,U14315,S127934,2026-08-09 19:59:09,insurance_step_view,scheduling,insurance_step,Mobile,Cardiology,Direct,,,,,,,web
EVT0035544,U12147,S133543,2026-08-09 20:01:12,homepage_view,home,page,Desktop,Primary Care,Paid Social,,,,,,,web
EVT0043441,U26490,S149728,2026-08-09 20:02:06,provider_search,find_care,provider_search,Mobile,Women's Health,Paid Social,condition,,,,,,web
EVT0028178,U14243,S118629,2026-08-09 20:02:39,provider_profile_view,provider_profile,page,Mobile,Primary Care,Paid Search,,P444,,,,,web
EVT0015087,U24913,S154447,2026-08-09 20:04:31,service_line_view,service_line,page,Desktop,Primary Care,Organic,,,,,,,web
EVT0018174,U27651,S119711,2026-08-09 20:04:44,date_selected,scheduling,date_selector,Desktop,Neurology,Organic,,,,,,,web
EVT0000908,U26361,S137233,2026-08-09 20:05:01,homepage_view,home,page,Desktop,Pediatrics,Direct,,,,,,,web
EVT0022581,U30501,S147925,2026-08-09 20:09:43,service_line_view,service_line,page,Desktop,Cardiolgy,Paid Search,,,,,,,web
EVT0033444,U29624,S123870,2026-08-09 20:12:33,homepage_view,home,page,Tablet,Primary Care,Organic,,,,,,,web
EVT0015053,U16017,S159101,2026-08-09 20:12:58,campaign_landing_view,campaign,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0062240,U24272,S150376,2026-08-09 20:16:06,cta_click,various,cta,Mobile,Primary Care,Organic,,,,,,,web
EVT0051825,U11392,S135169,2026-08-09 20:19:23,schedule_abandoned,scheduling,workflow_exit,Tablet,Cardiology,Organic,,,,,appointment_type,,web
EVT0023493,U32680,S126225,2026-08-09 20:20:22,homepage_view,home,page,Mobile,Dermatology,Organic,,,,,,,web
EVT0004850,U26199,S108158,2026-08-09 20:20:47,appointment_type_selected,scheduling,appointment_type,Mobile,Neurology,Paid Search,,,,New Patient,,,web
EVT0043862,U25285,S149546,2026-08-09 20:20:53,provider_profile_view,provider_profile,page,Tablet,Dermatology,Organic,,P335,,,,,web
EVT0004653,U17429,S148488,2026-08-09 20:23:04,insurance_check_click,insurance,insurance_checker,Mobile,Neurology,Organic,,,,,,,web
EVT0022728,U10310,S156501,2026-08-09 20:24:24,directions_click,location,directions_link,Desktop,Neurology,Organic,,,Temple,,,,web
EVT0060969,U19798,S120118,2026-08-09 20:25:33,homepage_view,,page,Desktop,Cardiology,Organic,,,,,,,web
EVT0043008,U32507,S119726,2026-08-09 20:27:04,service_line_view,service_line,page,Desktop,Dermatology,Email,,,,,,,web
EVT0053423,U19586,S132781,2026-08-09 20:29:17,insurance_step_view,scheduling,insurance_step,Mobile,Orthopedics,Email,,,,,,,web
EVT0034766,U31962,S133601,2026-08-09 20:29:32,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Direct,,,,,,,web
EVT0065834,U28974,S102640,2026-08-09 20:30:54,scheduling_started,scheduling,workflow_start,Desktop,Neurology,Paid Search,,,,,,,web
EVT0005087,U30520,S147664,2026-08-09 20:32:27,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Organic,,,,,,,web
EVT0008515,U32924,S146335,2026-08-09 20:35:46,appointment_completed,scheduling,confirmation,Mobile,Orthopedics,Email,,,,,,,web
EVT0070201,U28560,S103790,2026-08-09 20:37:29,service_line_view,service_line,page,Mobile,Orthopedics,Direct,,,,,,,web
EVT0047437,U32949,S109261,2026-08-09 20:38:10,provider_profile_view,provider_profile,page,Mobile,Dermatology,Organic,,P404,,,,,web
EVT0062681,U22200,S145888,2026-08-09 20:38:27,homepage_view,home,page,Mobile,Pediatrics,Organic,,,,,,,web
EVT0024344,U11036,S129580,2026-08-09 20:40:21,time_selected,scheduling,time_selector,Mobile,Orthopedics,Organic,,,,,,,web
EVT0000987,U26868,S146007,2026-08-09 20:41:35,scheduling_started,scheduling,workflow_start,Desktop,Cardiology,Paid Social,,,,,,,web
EVT0011942,U15622,S150873,2026-08-09 20:41:49,find_care_click,home,find_care_cta,Mobile,Cardiology,Direct,,,,,,,web
EVT0023375,U21175,S127121,2026-08-09 20:42:11,location_selected,scheduling,location_selector,Mobile,Primary Care,Paid Search,,,Austin,,,,web
EVT0003315,U17252,S156188,2026-08-09 20:42:49,schedule_click,provider_profile,schedule_cta,Mobile,Neurology,Organic,,,,,,,web
EVT0037803,U15355,S141079,2026-08-09 20:43:13,homepage_view,home,page,Desktop,Dermatology,Direct,,,,,,,web
EVT0060526,U24569,S121771,2026-08-09 20:46:42,provider_call_click,provider_profile,phone_link,Desktop,Orthopedics,Direct,,,,,,,web
EVT0070602,U23697,S155616,2026-08-09 20:49:02,directions_click,location,directions_link,Mobile,Neurology,Organic,,,Waco,,,,web
EVT0009257,U24205,S124948,2026-08-09 20:49:41,form_submit,forms,form,Mobile,Women's Health,Email,,,,,,newsletter,web
EVT0052523,U27506,S103603,2026-08-09 20:50:19,service_line_view,service_line,page,Mobile,Dermatology,Direct,,,,,,,web
EVT0071944,U14880,S142754,2026-08-09 20:54:42,provider_filter_click,find_care,provider_filter,Mobile,PrimaryCare,Organic,,,,,,,web
EVT0048421,U18043,S150904,2026-08-09 20:54:49,homepage_view,home,page,Mobile,Dermatology,Referral,,,,,,,web
EVT0043914,U25299,S124960,2026-08-09 20:56:14,form_submit,forms,form,Mobile,Primary Care,Direct,,,,,,newsletter,web
EVT0007619,U25890,S115488,2026-08-09 20:57:59,homepage_view,home,page,Desktop,Orthopedics,Paid Social,,,,,,,web
EVT0027126,U19376,S123132,2026-08-09 21:00:36,homepage_view,home,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0027631,U22303,S150938,2026-08-09 21:02:02,scheduling_started,scheduling,workflow_start,Desktop,Dermatology,Referral,,,,,,,web
EVT0064545,U23431,S151820,2026-08-09 21:02:38,nav_click,provider_profile,schedule_cta,Tablet,Pediatrics,Organic,,,,,,,web
EVT0007818,U32973,S146715,2026-08-09 21:06:19,service_line_view,service_line,page,Desktop,Cardiology,Organic,,,,,,,web
EVT0058001,U30103,S142394,2026-08-09 21:09:06,form_start,forms,form,Desktop,Dermatology,Paid Search,,,,,,contact_us,web
EVT0041711,U14282,S105501,2026-08-09 21:11:35,location_selected,scheduling,location_selector,Desktop,Orthopedics,Paid Search,,,Temple,,,,web
EVT0015736,U14419,S109001,2026-08-09 21:12:43,provider_profile_view,provider_profile,page,Desktop,Dermatology,Organic,,P191,,,,,web
EVT0005702,U19132,S101505,2026-08-09 21:16:35,homepage_view,home,page,Desktop,Cardiology,Paid Social,,,,,,,web
EVT0005702,U19132,S101505,2026-08-09 21:16:35,homepage_view,home,page,Desktop,Cardiology,Paid Social,,,,,,,web
EVT0007433,U24621,S106683,2026-08-09 21:17:44,homepage_view,home,page,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0025399,U10896,S126913,2026-08-09 21:18:56,homepage_view,home,page,Mobile,Neurology,Paid Search,,,,,,,web
EVT0026865,U25024,S101634,2026-08-09 21:22:51,provider_profile_view,provider_profile,page,Tablet,Primary Care,Direct,,P220,,,,,web
EVT0057085,U20528,S101963,2026-08-09 21:23:21,homepage_view,home,page,Mobile,Pediatrics,Referral,,,,,,,web
EVT0016432,U17588,S125467,2026-08-09 21:23:33,campaign_landing_view,campaign,page,Desktop,Orthopedics,Organic,,,,,,,web
EVT0054255,U28596,S127511,2026-08-09 21:25:06,insurance_step_view,scheduling,insurance_step,Mobile,Pediatrics,Referral,,,,,,,web
EVT0062602,U10113,S120205,2026-08-09 21:26:22,medical_records_click,patient_resources,medical_records_link,Desktop,Neurology,Organic,,,,,,,web
EVT0052789,U14516,S144495,2026-08-09 21:26:44,service_line_view,service_line,page,Desktop,Dermatology,Email,,,,,,,web
EVT0029054,U12114,S130851,2026-08-09 21:27:11,directions_click,location,directions_link,Desktop,Pediatrics,Organic,,,Dallas,,,,web
EVT0004564,U11709,S108910,2026-08-09 21:29:28,schedule_click,provider_profile,schedule_cta,Mobile,Orthopedics,Email,,,,,,,web
EVT0071886,U27353,S108451,2026-08-09 21:32:20,cta_click,various,cta,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0046805,U16916,S118547,2026-08-09 21:32:41,campaign_landing_view,campaign,page,Desktop,Primary Care,Direct,,,,,,,web
EVT0022587,U11356,S111790,2026-08-09 21:33:01,form_submit,forms,form,Mobile,Pediatrics,Organic,,,,,,appointment_request,web
EVT0023682,U11014,S139241,2026-08-09 21:35:11,provider_profile_view,provider_profile,page,Mobile,Women's Health,Paid Search,,P146,,,,,web
EVT0026393,U12555,S102661,2026-08-09 21:35:50,homepage_view,home,page,Tablet,Dermatology,Direct,,,,,,,web
EVT0059510,U11405,S118908,2026-08-09 21:36:24,homepage_view,home,page,Mobile,Orthopedics,Direct,,,,,,,web
EVT0040218,U20512,S113578,2026-08-09 21:38:06,service_line_view,service_line,page,Desktop,Primary Care,Organic,,,,,,,web
EVT0044967,U10749,S138171,2026-08-09 21:39:27,date_selected,scheduling,date_selector,Desktop,Women's Health,Paid Search,,,,,,,web
EVT0025202,U27812,S147570,2026-08-09 21:41:23,location_search,locations,location_search,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0062844,U10600,S137714,2026-08-09 21:43:27,homepage_view,home,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0052435,U32891,S127410,2026-08-09 21:43:35,homepage_view,home,page,Mobile,Neurology,Direct,,,,,,,web
EVT0007108,U17988,S130229,2026-08-09 21:46:28,insurance_check_click,insurance,insurance_checker,Desktop,Dermatology,Paid Search,,,,,,,web
EVT0062748,U27522,S118126,2026-08-09 21:46:50,provider_search,find_care,provider_search,Desktop,Pediatrics,Email,name,,,,,,web
EVT0020257,U23799,S122267,2026-08-09 21:48:24,service_line_view,service_line,page,Desktop,Orthopedics,Organic,,,,,,,web
EVT0059388,U21107,S129877,2026-08-09 21:50:06,homepage_view,home,page,Mobile,Orthopedics,Organic,,,,,,,web
EVT0022913,U14274,S150880,2026-08-09 21:50:37,nav_click,home,page,Desktop,Women's Health,Email,,,,,,,web
EVT0052635,U19056,S108808,2026-08-09 21:55:59,find_care_click,home,find_care_cta,Desktop,Primary Care,Email,,,,,,,web
EVT0013358,U14960,S101011,2026-08-09 21:56:01,provider_search,find_care,provider_search,Mobile,PrimaryCare,Organic,specialty,,,,,,web
EVT0000522,U30833,S158198,2026-08-09 21:56:49,appointment_completed,scheduling,confirmation,Desktop,Women's Health,Email,,,,,,,web
EVT0006844,U18063,S151688,2026-08-09 21:57:51,service_line_view,service_line,page,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0034501,U15572,S155007,2026-08-09 21:57:56,schedule_click,provider_profile,schedule_cta,Desktop,Dermatology,Paid Search,,,,,,,web
EVT0011436,U10407,S111252,2026-08-09 21:58:05,careers_click,home,careers_link,Mobile,Cardiology,Email,,,,,,,web
EVT0053871,U23932,S155440,2026-08-09 21:59:17,cta_click,various,cta,Desktop,Pediatrics,Paid Search,,,,,,,web
EVT0015384,U28380,S101426,2026-08-09 21:59:34,provider_profile_view,provider_profile,page,,Neurology,Organic,,P279,,,,,web
EVT0064793,U22492,S122749,2026-08-09 21:59:57,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Dermatology,Organic,,,,,,,web
EVT0028969,U10433,S142564,2026-08-09 22:01:37,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Paid Search,,,,,,,web
EVT0036568,U25608,S117172,2026-08-09 22:03:07,provider_search,find_care,provider_search,Tablet,Women's Health,Organic,name,,,,,,web
EVT0033058,U28684,S153274,2026-08-09 22:03:12,service_line_view,service_line,page,Desktop,Dermatology,Referral,,,,,,,web
EVT0016470,U32724,S122366,2026-08-09 22:03:24,location_search,locations,location_search,Mobile,Women's Health,Direct,,,,,,,web
EVT0043653,U18827,S140770,2026-08-09 22:04:47,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Cardiology,Direct,,,,,,,web
EVT0031847,U28376,S121183,2026-08-09 22:06:07,schedule_click,provider_profile,schedule_cta,Desktop,Cardiology,Organic,,,,,,,web
EVT0002419,U24494,S106029,2026-08-09 22:10:44,provider_profile_view,provider_profile,page,Tablet,Cardiology,Organic,,P316,,,,,web
EVT0027496,U10117,S104649,2026-08-09 22:13:22,provider_profile_view,provider_profile,page,Mobile,Pediatrics,Direct,,P341,,,,,web
EVT0055372,U17935,S104061,2026-08-09 22:13:41,homepage_view,home,page,Desktop,Pediatrics,Organic,,,,,,,web
EVT0071023,U32837,S136426,2026-08-09 22:13:44,cta_click,various,cta,Tablet,Cardiology,Paid Social,,,,,,,web
EVT0038619,U25247,S152619,2026-08-09 22:14:22,find_care_click,home,find_care_cta,Mobile,Dermatology,Direct,,,,,,,web
EVT0042390,U30646,S108934,2026-08-09 22:16:01,cta_click,various,cta,Desktop,Cardiology,Direct,,,,,,,web
EVT0032125,U24393,S119829,2026-08-09 22:19:51,schedule_click,provider_profile,schedule_cta,Mobile,Cardiology,Email,,,,,,,web
EVT0049871,U17185,S138025,2026-08-09 22:19:51,service_line_view,service_line,page,Mobile,Primary Care,Organic,,,,,,,web
EVT0057296,U13717,S116192,2026-08-09 22:20:15,homepage_view,home,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0022790,U26507,S105624,2026-08-09 22:20:54,schedule_click,provider_profile,schedule_cta,Desktop,Dermatology,Email,,,,,,,web
EVT0018366,U27232,S153149,2026-08-09 22:21:46,homepage_view,home,page,Mobile,Cardiology,Direct,,,,,,,web
EVT0050861,U29621,S108540,2026-08-09 22:21:53,homepage_view,home,page,Desktop,Pediatrics,Direct,,,,,,,web
EVT0020717,U30786,S109038,2026-08-09 22:23:09,homepage_view,home,page,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0004160,U18123,S151330,2026-08-09 22:23:47,schedule_click,provider_profile,schedule_cta,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0039347,U30278,S103538,2026-08-09 22:26:18,homepage_view,home,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0050026,U24232,S138175,2026-08-09 22:30:10,homepage_view,home,page,Desktop,Dermatology,Paid Search,,,,,,,web
EVT0036913,U22469,S122134,2026-08-09 22:30:17,homepage_view,home,page,Mobile,PrimaryCare,Organic,,,,,,,web
EVT0000923,U19820,S133719,2026-08-09 22:34:06,provider_search,find_care,provider_search,Mobile,Neurology,Paid Social,specialty,,,,,,web
EVT0031978,U14010,S156395,2026-08-09 22:34:42,appointment_completed,scheduling,confirmation,Mobile,Dermatology,Paid Social,,,,,,,web
EVT0038883,U15913,S109652,2026-08-09 22:37:00,schedule_abandoned,scheduling,workflow_exit,Desktop,Primary Care,Email,,,,,time,,web
EVT0067386,U13947,S140005,2026-08-09 22:37:19,service_line_view,service_line,page,Mobile,Women's Health,Organic,,,,,,,web
EVT0063176,U18984,S157259,2026-08-09 22:39:09,service_line_view,service_line,page,Mobile,Women's Health,Email,,,,,,,web
EVT0052745,U32768,S153599,2026-08-09 22:39:49,find-care-click,home,find_care_cta,Desktop,Primary Care,Organic,,,,,,,web
EVT0010354,U25440,S153925,2026-08-09 22:40:12,faq_expand,various,faq,Mobile,Dermatology,Direct,,,,,,,web
EVT0009993,U22354,S146332,2026-08-09 22:42:03,provider_call_click,provider_profile,phone_link,Mobile,Neurology,Paid Search,,,,,,,web
EVT0063249,U15960,S129990,2026-08-09 22:45:28,location_search,locations,location_search,Mobile,Cardiology,Direct,,,,,,,web
EVT0061628,U11147,S125895,2026-08-09 22:48:27,campaign_landing_view,campaign,page,Desktop,Cardiology,Direct,,,,,,,web
EVT0017322,U30320,S145885,2026-08-09 22:48:35,provider_call_click,provider_profile,phone_link,Desktop,Neurology,Direct,,,,,,,web
EVT0065224,U30145,S137990,2026-08-09 22:52:14,schedule_click,provider_profile,schedule_cta,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0030286,U12217,S138077,2026-08-09 22:53:39,provider_filter_click,find_care,provider_filter,Mobile,Orthopedics,Organic,,,,,,,web
EVT0036592,U17214,S113931,2026-08-09 22:54:14,provider_search,find_care,provider_search,Mobile,Cardiology,Paid Search,condition,,,,,,web
EVT0065339,U22854,S104503,2026-08-09 22:54:19,homepage_view,home,page,Tablet,Women's Health,Organic,,,,,,,web
EVT0024172,U13671,S128119,2026-08-09 22:55:57,provider_profile_view,provider_profile,page,Mobile,Neurology,Organic,,P433,,,,,web
EVT0022339,U27590,S105388,2026-08-09 22:59:28,mychart_click,home,mychart_link,Desktop,Cardiology,Organic,,,,,,,web
EVT0033563,U14584,S131782,2026-08-09 23:00:07,urgent_care_checkin_click,urgent_care,checkin_cta,Mobile,Dermatology,Referral,,,Austin,,,,web
EVT0049103,U16068,S114600,2026-08-09 23:01:37,faq_expand,various,faq,Mobile,Pediatrics,Email,,,,,,,web
EVT0028423,U28356,S117503,2026-08-09 23:02:14,service_line_view,service_line,page,Mobile,Pediatrics,Direct,,,,,,,web
EVT0058609,U18225,S150699,2026-08-09 23:02:57,faq_expand,various,faq,Desktop,Primary Care,Organic,,,,,,,web
EVT0037032,U14027,S114612,2026-08-09 23:04:50,appointment_type_selected,scheduling,appointment_type,Mobile,Pediatrics,Paid Search,,,,Follow-up,,,web
EVT0009064,U26022,S143681,2026-08-09 23:05:26,time_selected,scheduling,time_selector,Mobile,Women's Health,Paid Search,,,,,,,web
EVT0012149,U23441,S111474,2026-08-09 23:06:48,homepage_view,home,,Mobile,Primary Care,Organic,,,,,,,web
EVT0004846,U27273,S102952,2026-08-09 23:07:16,homepage_view,home,page,Desktop,Dermatology,Organic,,,,,,,web
EVT0016176,U22392,S133914,2026-08-09 23:07:25,provider_call_click,provider_profile,phone_link,Desktop,Cardiology,Organic,,,,,,,web
EVT0032740,U27828,S128038,2026-08-09 23:11:59,service_line_view,service_line,page,Mobile,Women's Health,Email,,,,,,,web
EVT0065198,U11967,S118389,2026-08-09 23:13:13,find_care_click,home,find_care_cta,Mobile,Orthopedics,Organic,,,,,,,web
EVT0064404,U21102,S144274,2026-08-09 23:14:53,time_selected,scheduling,time_selector,Desktop,Primary Care,Paid Search,,,,,,,web
EVT0040199,U10155,S159862,2026-08-09 23:15:06,mychart_click,home,mychart_link,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0050392,U22044,S130794,2026-08-09 23:15:27,form_start,forms,form,Mobile,Dermatology,Organic,,,,,,newsletter,web
EVT0001315,U24513,S104128,2026-08-09 23:16:24,time_selected,scheduling,time_selector,Mobile,Women's Health,Organic,,,,,,,web
EVT0036611,U12794,S102382,2026-08-09 23:16:33,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Email,,,,,,,web
EVT0048044,U27926,S129847,2026-08-09 23:16:55,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Direct,,,,,,,web
EVT0014058,U27552,S153626,2026-08-09 23:17:26,time_selected,scheduling,time_selector,Desktop,Dermatology,Direct,,,,,,,web
EVT0020400,U16018,S129857,2026-08-09 23:17:46,schedule_click,provider_profile,schedule_cta,Mobile,Neurology,Organic,,,,,,,web
EVT0053338,U14224,S106834,2026-08-09 23:19:47,provider_profile_view,provider_profile,page,Mobile,Women's Health,Email,,P279,,,,,web
EVT0019416,U32649,S128699,2026-08-09 23:20:19,time_selected,scheduling,time_selector,Mobile,Women's Health,Organic,,,,,,,web
EVT0057158,U17260,S137486,2026-08-09 23:20:41,form_submit,forms,form,Desktop,Cardiology,Direct,,,,,,newsletter,web
EVT0022010,U15901,S141279,2026-08-09 23:22:01,form_submit,forms,form,Desktop,Primary Care,Organic,,,,,,newsletter,web
EVT0064385,U29806,S101073,2026-08-09 23:23:12,provider_call_click,provider_profile,phone_link,Mobile,Primary Care,Email,,,,,,,web
EVT0034265,U32533,S116017,2026-08-09 23:23:45,provider_call_click,provider_profile,phone_link,Mobile,Pediatrics,Organic,,,,,,,web
EVT0033830,U12486,S112446,2026-08-09 23:25:34,provider_filter_click,find_care,provider_filter,Mobile,Dermatology,Organic,,,,,,,web
EVT0066102,U20540,S151865,2026-08-09 23:25:46,provider_profile_view,provider_profile,page,Mobile,Neurology,Paid Search,,P338,,,,,web
EVT0011809,U28763,S148390,2026-08-09 23:25:52,campaign_landing_view,campaign,page,Mobile,Neurology,Referral,,,,,,,web
EVT0067372,U23382,S131637,2026-08-09 23:27:58,provider_call_click,provider_profile,phone_link,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0026475,U11852,S129167,2026-08-09 23:29:29,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Organic,,,,,,,web
EVT0028253,U21896,S153573,2026-08-09 23:29:47,date_selected,scheduling,date_selector,Mobile,Dermatology,Organic,,,,,,,web
EVT0029888,U21598,S159208,2026-08-09 23:30:48,homepage_view,,page,Mobile,Women's Health,Organic,,,,,,,web
EVT0052181,U21534,S148413,2026-08-09 23:32:26,provider_search,find_care,provider_search,Mobile,Primary Care,Organic,specialty,,,,,,web
EVT0004290,U14014,S158451,2026-08-09 23:34:06,provider_profile_view,provider_profile,page,Tablet,Cardiology,Direct,,P286,,,,,web
